HGNC ID	Approved symbol	Approved name	Ensembl gene ID	UniProt accession
HGNC:10690	CAVIN2	caveolae associated protein 2	ENSG00000168497	O95810
HGNC:9400	CAVIN3	caveolae associated protein 3	ENSG00000170955	Q969G5
HGNC:33742	CAVIN4	caveolae associated protein 4	ENSG00000170681	Q5BKX8
HGNC:28617	CBARP	CACN subunit beta associated regulatory protein	ENSG00000099625	Q8N350
HGNC:1536	CBFA2T2	CBFA2/RUNX1 translocation partner 2	ENSG00000078699	O43439
HGNC:1537	CBFA2T3	CBFA2/RUNX1 translocation partner 3	ENSG00000129993	O75081
HGNC:1539	CBFB	core-binding factor subunit beta	ENSG00000067955	Q13951
HGNC:1541	CBL	Cbl proto-oncogene	ENSG00000110395	P22681
HGNC:1542	CBLB	Cbl proto-oncogene B	ENSG00000114423	Q13191
HGNC:15961	CBLC	Cbl proto-oncogene C	ENSG00000142273	Q9ULV8
HGNC:4268	CBLIF	cobalamin binding intrinsic factor	ENSG00000134812	P27352
HGNC:21225	CBLL1	Cbl proto-oncogene like 1	ENSG00000105879	Q75N03
HGNC:20146	CBLN3	cerebellin 3 precursor	ENSG00000139899	Q6UW01
HGNC:1548	CBR1	carbonyl reductase 1	ENSG00000159228	P16152
HGNC:1549	CBR3	carbonyl reductase 3	ENSG00000159231	O75828
HGNC:25891	CBR4	carbonyl reductase 4	ENSG00000145439	Q8N4T8
HGNC:1550	CBS	cystathionine-beta-synthase	ENSG00000160200	P35520
HGNC:51829	CBSL	cystathionine-beta-synthase like	ENSG00000274276	P0DN79
HGNC:17134	CBWD1	COBW domain containing 1	ENSG00000172785	Q9BRT8
HGNC:17907	CBWD2	COBW domain containing 2	ENSG00000136682	Q8IUF1
HGNC:18519	CBWD3	COBW domain containing 3	ENSG00000196873	Q5JTY5
HGNC:24584	CBWD5	COBW domain containing 5	ENSG00000147996	Q5RIA9
HGNC:31978	CBWD6	COBW domain containing 6	ENSG00000215126	Q4V339
HGNC:1551	CBX1	chromobox 1	ENSG00000108468	P83916
HGNC:1552	CBX2	chromobox 2	ENSG00000173894	Q14781
HGNC:1553	CBX3	chromobox 3	ENSG00000122565	Q13185
HGNC:1554	CBX4	chromobox 4	ENSG00000141582	O00257
HGNC:1555	CBX5	chromobox 5	ENSG00000094916	P45973
HGNC:1556	CBX6	chromobox 6	ENSG00000183741	O95503
HGNC:1557	CBX7	chromobox 7	ENSG00000100307	O95931
HGNC:15962	CBX8	chromobox 8	ENSG00000141570	Q9HC52
HGNC:33278	CBY3	chibby family member 3	ENSG00000204659	A6NI87
HGNC:30237	CC2D1A	coiled-coil and C2 domain containing 1A	ENSG00000132024	Q6P1N0
HGNC:29386	CC2D1B	coiled-coil and C2 domain containing 1B	ENSG00000154222	Q5T0F9
HGNC:29253	CC2D2A	coiled-coil and C2 domain containing 2A	ENSG00000048342	Q9P2K1
HGNC:24236	CCAR1	cell division cycle and apoptosis regulator 1	ENSG00000060339	Q8IX12
HGNC:23360	CCAR2	cell cycle and apoptosis regulator 2	ENSG00000158941	Q8N163
HGNC:29426	CCBE1	collagen and calcium binding EGF domains 1	ENSG00000183287	Q6UXH8
HGNC:18782	CCDC6	coiled-coil domain containing 6	ENSG00000108091	Q16204
HGNC:25367	CCDC8	coiled-coil domain containing 8	ENSG00000169515	Q9H0W5
HGNC:24560	CCDC9	coiled-coil domain containing 9	ENSG00000105321	Q9Y3X0
HGNC:33488	CCDC9B	coiled-coil domain containing 9B	ENSG00000188549	Q6ZUT6
HGNC:28332	CCDC12	coiled-coil domain containing 12	ENSG00000160799	Q8WUD4
HGNC:26358	CCDC13	coiled-coil domain containing 13	ENSG00000244607	Q8IYE1
HGNC:25766	CCDC14	coiled-coil domain containing 14	ENSG00000175455	Q49A88
HGNC:25798	CCDC15	coiled-coil domain containing 15	ENSG00000149548	Q0P6D6
HGNC:26574	CCDC17	coiled-coil domain containing 17	ENSG00000159588	Q96LX7
HGNC:30370	CCDC18	coiled-coil domain containing 18	ENSG00000122483	Q5T9S5
HGNC:28909	CCDC22	coiled-coil domain containing 22	ENSG00000101997	O60826
HGNC:28688	CCDC24	coiled-coil domain containing 24	ENSG00000159214	Q8N4L8
HGNC:25591	CCDC25	coiled-coil domain containing 25	ENSG00000147419	Q86WR0
HGNC:21098	CCDC28A	coiled-coil domain containing 28A	ENSG00000024862	Q8IWP9
HGNC:28163	CCDC28B	coiled-coil domain containing 28B	ENSG00000160050	Q9BUN5
HGNC:26103	CCDC30	coiled-coil domain containing 30	ENSG00000186409	Q5VVM6
HGNC:28295	CCDC32	coiled-coil domain containing 32	ENSG00000128891	Q9BV29
HGNC:25079	CCDC34	coiled-coil domain containing 34	ENSG00000109881	Q96HJ3
HGNC:27945	CCDC36	coiled-coil domain containing 36	ENSG00000173421	Q8IYA8
HGNC:25244	CCDC39	coiled-coil domain containing 39	ENSG00000145075	Q9UFE4
HGNC:26090	CCDC40	coiled-coil domain containing 40	ENSG00000141519	Q4G0X9
HGNC:26472	CCDC43	coiled-coil domain containing 43	ENSG00000180329	Q96MW1
HGNC:24856	CCDC47	coiled-coil domain containing 47	ENSG00000108588	Q96A33
HGNC:18111	CCDC50	coiled-coil domain containing 50	ENSG00000152492	Q8IVM0
HGNC:25714	CCDC51	coiled-coil domain containing 51	ENSG00000164051	Q96ER9
HGNC:27564	CCDC57	coiled-coil domain containing 57	ENSG00000176155	Q2TAC2
HGNC:31136	CCDC58	coiled-coil domain containing 58	ENSG00000160124	Q4VC31
HGNC:25005	CCDC59	coiled-coil domain containing 59	ENSG00000133773	Q9P031
HGNC:33629	CCDC61	coiled-coil domain containing 61	ENSG00000104983	Q9Y6R9
HGNC:30723	CCDC62	coiled-coil domain containing 62	ENSG00000130783	Q6P9F0
HGNC:29937	CCDC65	coiled-coil domain containing 65	ENSG00000139537	Q8IXS2
HGNC:27709	CCDC66	coiled-coil domain containing 66	ENSG00000180376	A2RUB6
HGNC:24350	CCDC68	coiled-coil domain containing 68	ENSG00000166510	Q9H2F9
HGNC:24487	CCDC69	coiled-coil domain containing 69	ENSG00000198624	A6NI79
HGNC:25760	CCDC71	coiled-coil domain containing 71	ENSG00000177352	Q8IV32
HGNC:26685	CCDC71L	coiled-coil domain containing 71 like	ENSG00000253276	Q8N9Z2
HGNC:23261	CCDC73	coiled-coil domain containing 73	ENSG00000186714	Q6ZRK6
HGNC:28203	CCDC77	coiled-coil domain containing 77	ENSG00000120647	Q9BR77
HGNC:30649	CCDC80	coiled-coil domain containing 80	ENSG00000091986	Q76M96
HGNC:26281	CCDC81	coiled-coil domain containing 81	ENSG00000149201	Q6ZN84
HGNC:26282	CCDC82	coiled-coil domain containing 82	ENSG00000149231	Q8N4S0
HGNC:30460	CCDC84	coiled-coil domain containing 84	ENSG00000186166	Q86UT8
HGNC:29400	CCDC85A	coiled-coil domain containing 85A	ENSG00000055813	Q96PX6
HGNC:24926	CCDC85B	coiled-coil domain containing 85B	ENSG00000175602	Q15834
HGNC:35459	CCDC85C	coiled-coil domain containing 85C	ENSG00000205476	A6NKD9
HGNC:28359	CCDC86	coiled-coil domain containing 86	ENSG00000110104	Q9H6F5
HGNC:25523	CCDC88A	coiled-coil domain containing 88A	ENSG00000115355	Q3V6T2
HGNC:26757	CCDC88B	coiled-coil domain containing 88B	ENSG00000168071	A6NC98
HGNC:19967	CCDC88C	coiled-coil domain containing 88C	ENSG00000015133	Q9P219
HGNC:26762	CCDC89	coiled-coil domain containing 89	ENSG00000179071	Q8N998
HGNC:28108	CCDC90B	coiled-coil domain containing 90B	ENSG00000137500	Q9GZT6
HGNC:24855	CCDC91	coiled-coil domain containing 91	ENSG00000123106	Q7Z6B0
HGNC:29563	CCDC92	coiled-coil domain containing 92	ENSG00000119242	Q53HC0
HGNC:25611	CCDC93	coiled-coil domain containing 93	ENSG00000125633	Q567U6
HGNC:26900	CCDC96	coiled-coil domain containing 96	ENSG00000173013	Q2M329
HGNC:28289	CCDC97	coiled-coil domain containing 97	ENSG00000142039	Q96F63
HGNC:28097	CCDC102A	coiled-coil domain containing 102A	ENSG00000135736	Q96A19
HGNC:26295	CCDC102B	coiled-coil domain containing 102B	ENSG00000150636	Q68D86
HGNC:26866	CCDC105	coiled-coil domain containing 105	ENSG00000160994	Q8IYK2
HGNC:30181	CCDC106	coiled-coil domain containing 106	ENSG00000173581	Q9BWC9
HGNC:28599	CCDC112	coiled-coil domain containing 112	ENSG00000164221	Q8NEF3
HGNC:25002	CCDC113	coiled-coil domain containing 113	ENSG00000103021	Q9H0I3
HGNC:26560	CCDC114	coiled-coil domain containing 114	ENSG00000105479	Q96M63
HGNC:28178	CCDC115	coiled-coil domain containing 115	ENSG00000136710	Q96NT0
HGNC:26599	CCDC117	coiled-coil domain containing 117	ENSG00000159873	Q8IWD4
HGNC:28910	CCDC120	coiled-coil domain containing 120	ENSG00000147144	Q96HB5
HGNC:25833	CCDC121	coiled-coil domain containing 121	ENSG00000176714	Q6ZUS5
HGNC:26478	CCDC122	coiled-coil domain containing 122	ENSG00000151773	Q5T0U0
HGNC:25171	CCDC124	coiled-coil domain containing 124	ENSG00000007080	Q96CT7
HGNC:28924	CCDC125	coiled-coil domain containing 125	ENSG00000183323	Q86Z20
HGNC:22398	CCDC126	coiled-coil domain containing 126	ENSG00000169193	Q96EE4
HGNC:30520	CCDC127	coiled-coil domain containing 127	ENSG00000164366	Q96BQ5
HGNC:28118	CCDC130	coiled-coil domain containing 130	ENSG00000104957	P13994
HGNC:26185	CCDC134	coiled-coil domain containing 134	ENSG00000100147	Q9H6E4
HGNC:22225	CCDC136	coiled-coil domain containing 136	ENSG00000128596	Q96JN2
HGNC:33451	CCDC137	coiled-coil domain containing 137	ENSG00000185298	Q6PK04
HGNC:26531	CCDC138	coiled-coil domain containing 138	ENSG00000163006	Q96M89
HGNC:26514	CCDC140	coiled-coil domain containing 140	ENSG00000163081	Q96MF4
HGNC:25889	CCDC142	coiled-coil domain containing 142	ENSG00000135637	Q17RM4
HGNC:29072	CCDC144A	coiled-coil domain containing 144A	ENSG00000170160	A2RUR9
HGNC:33735	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	ENSG00000205212	Q6NUI1
HGNC:29296	CCDC146	coiled-coil domain containing 146	ENSG00000135205	Q8IYE0
HGNC:25191	CCDC148	coiled-coil domain containing 148	ENSG00000153237	Q8NFR7
HGNC:25405	CCDC149	coiled-coil domain containing 149	ENSG00000181982	Q6ZUS6
HGNC:26834	CCDC150	coiled-coil domain containing 150	ENSG00000144395	Q8NCX0
HGNC:28303	CCDC151	coiled-coil domain containing 151	ENSG00000198003	A5D8V7
HGNC:34438	CCDC152	coiled-coil domain containing 152	ENSG00000198865	Q4G0S7
HGNC:27446	CCDC153	coiled-coil domain containing 153	ENSG00000248712	Q494R4
HGNC:34454	CCDC154	coiled-coil domain containing 154	ENSG00000197599	A6NI56
HGNC:26520	CCDC155	coiled-coil domain containing 155	ENSG00000161609	Q8N6L0
HGNC:33854	CCDC157	coiled-coil domain containing 157	ENSG00000187860	Q569K6
HGNC:26996	CCDC159	coiled-coil domain containing 159	ENSG00000183401	P0C7I6
HGNC:37286	CCDC160	coiled-coil domain containing 160	ENSG00000203952	A6NGH7
HGNC:41910	CCDC166	coiled-coil domain containing 166	ENSG00000255181	P0CW27
HGNC:21239	CCDC167	coiled-coil domain containing 167	ENSG00000198937	Q9P0B6
HGNC:26851	CCDC168	coiled-coil domain containing 168	ENSG00000175820	Q8NDH2
HGNC:21177	CCDC170	coiled-coil domain containing 170	ENSG00000120262	Q8IYT3
HGNC:29828	CCDC171	coiled-coil domain containing 171	ENSG00000164989	Q6TFL3
HGNC:25064	CCDC173	coiled-coil domain containing 173	ENSG00000154479	Q0VFZ6
HGNC:28033	CCDC174	coiled-coil domain containing 174	ENSG00000154781	Q6PII3
HGNC:19847	CCDC175	coiled-coil domain containing 175	ENSG00000151838	P0C221
HGNC:28051	CCDC181	coiled-coil domain containing 181	ENSG00000117477	Q5TID7
HGNC:49392	CCDC182	coiled-coil domain containing 182	ENSG00000166329	A6NF36
HGNC:28236	CCDC183	coiled-coil domain containing 183	ENSG00000213213	Q5T5S1
HGNC:33749	CCDC184	coiled-coil domain containing 184	ENSG00000177875	Q52MB2
HGNC:26654	CCDC185	coiled-coil domain containing 185	ENSG00000178395	Q8N715
HGNC:24349	CCDC186	coiled-coil domain containing 186	ENSG00000165813	Q7Z3E2
HGNC:28078	CCDC189	coiled-coil domain containing 189	ENSG00000196118	A1A4V9
HGNC:28736	CCDC190	coiled-coil domain containing 190	ENSG00000185860	Q86UF4
HGNC:29272	CCDC191	coiled-coil domain containing 191	ENSG00000163617	Q8NCU4
HGNC:44662	CCER2	coiled-coil glutamate rich protein 2	ENSG00000262484	I3L3R5
HGNC:1569	CCK	cholecystokinin	ENSG00000187094	P06307
HGNC:10609	CCL1	C-C motif chemokine ligand 1	ENSG00000108702	P22362
HGNC:10618	CCL2	C-C motif chemokine ligand 2	ENSG00000108691	P13500
HGNC:10630	CCL4	C-C motif chemokine ligand 4	ENSG00000275302	P13236
HGNC:10612	CCL14	C-C motif chemokine ligand 14	ENSG00000276409	Q16627
HGNC:10615	CCL17	C-C motif chemokine ligand 17	ENSG00000102970	Q92583
HGNC:10617	CCL19	C-C motif chemokine ligand 19	ENSG00000172724	Q99731
HGNC:10620	CCL21	C-C motif chemokine ligand 21	ENSG00000137077	O00585
HGNC:10622	CCL23	C-C motif chemokine ligand 23	ENSG00000274736	P55773
HGNC:10624	CCL25	C-C motif chemokine ligand 25	ENSG00000131142	O15444
HGNC:21708	CCM2	CCM2 scaffold protein	ENSG00000136280	Q9BSQ5
HGNC:16153	CCM2L	CCM2 like scaffold protein	ENSG00000101331	Q9NUG4
HGNC:2654	CCN1	cellular communication network factor 1	ENSG00000142871	O00622
HGNC:2500	CCN2	cellular communication network factor 2	ENSG00000118523	P29279
HGNC:7885	CCN3	cellular communication network factor 3	ENSG00000136999	P48745
HGNC:12769	CCN4	cellular communication network factor 4	ENSG00000104415	O95388
HGNC:12770	CCN5	cellular communication network factor 5	ENSG00000064205	O76076
HGNC:1578	CCNA2	cyclin A2	ENSG00000145386	P20248
HGNC:1579	CCNB1	cyclin B1	ENSG00000134057	P14635
HGNC:1580	CCNB2	cyclin B2	ENSG00000157456	O95067
HGNC:18709	CCNB3	cyclin B3	ENSG00000147082	Q8WWL7
HGNC:1581	CCNC	cyclin C	ENSG00000112237	P24863
HGNC:1582	CCND1	cyclin D1	ENSG00000110092	P24385
HGNC:1583	CCND2	cyclin D2	ENSG00000118971	P30279
HGNC:1585	CCND3	cyclin D3	ENSG00000112576	P30281
HGNC:1587	CCNDBP1	cyclin D1 binding protein 1	ENSG00000166946	O95273
HGNC:1589	CCNE1	cyclin E1	ENSG00000105173	P24864
HGNC:1590	CCNE2	cyclin E2	ENSG00000175305	O96020
HGNC:1591	CCNF	cyclin F	ENSG00000162063	P41002
HGNC:1592	CCNG1	cyclin G1	ENSG00000113328	P51959
HGNC:1593	CCNG2	cyclin G2	ENSG00000138764	Q16589
HGNC:1594	CCNH	cyclin H	ENSG00000134480	P51946
HGNC:1595	CCNI	cyclin I	ENSG00000118816	Q14094
HGNC:33869	CCNI2	cyclin I family member 2	ENSG00000205089	Q6ZMN8
HGNC:23434	CCNJ	cyclin J	ENSG00000107443	Q5T5M9
HGNC:25876	CCNJL	cyclin J like	ENSG00000135083	Q8IV13
HGNC:20570	CCNL2	cyclin L2	ENSG00000221978	Q96S94
HGNC:18576	CCNO	cyclin O	ENSG00000152669	P22674
HGNC:28434	CCNQ	cyclin Q	ENSG00000262919	Q8N1B3
HGNC:1599	CCNT1	cyclin T1	ENSG00000129315	O60563
HGNC:1600	CCNT2	cyclin T2	ENSG00000082258	O60583
HGNC:23354	CCNY	cyclin Y	ENSG00000108100	Q8ND76
HGNC:26868	CCNYL1	cyclin Y like 1	ENSG00000163249	Q8N7R7
HGNC:24342	CCP110	centriolar coiled-coil protein 110	ENSG00000103540	O43303
HGNC:24227	CCPG1	cell cycle progression 1	ENSG00000260916	Q9ULG6
HGNC:1603	CCR2	C-C motif chemokine receptor 2	ENSG00000121807	P41597
HGNC:1604	CCR3	C-C motif chemokine receptor 3	ENSG00000183625	P51677
HGNC:1605	CCR4	C-C motif chemokine receptor 4	ENSG00000183813	P51679
HGNC:1607	CCR6	C-C motif chemokine receptor 6	ENSG00000112486	P51684
HGNC:1608	CCR7	C-C motif chemokine receptor 7	ENSG00000126353	P32248
HGNC:1610	CCR9	C-C motif chemokine receptor 9	ENSG00000173585	P51686
HGNC:4474	CCR10	C-C motif chemokine receptor 10	ENSG00000184451	P46092
HGNC:1612	CCRL2	C-C motif chemokine receptor like 2	ENSG00000121797	O00421
HGNC:1613	CCS	copper chaperone for superoxide dismutase	ENSG00000173992	O14618
HGNC:29578	CCSAP	centriole, cilia and spindle associated protein	ENSG00000154429	Q6IQ19
HGNC:29349	CCSER1	coiled-coil serine rich protein 1	ENSG00000184305	Q9C0I3
HGNC:29197	CCSER2	coiled-coil serine rich protein 2	ENSG00000107771	Q9H7U1
HGNC:1615	CCT2	chaperonin containing TCP1 subunit 2	ENSG00000166226	P78371
HGNC:1616	CCT3	chaperonin containing TCP1 subunit 3	ENSG00000163468	P49368
HGNC:1617	CCT4	chaperonin containing TCP1 subunit 4	ENSG00000115484	P50991
HGNC:1618	CCT5	chaperonin containing TCP1 subunit 5	ENSG00000150753	P48643
HGNC:1620	CCT6A	chaperonin containing TCP1 subunit 6A	ENSG00000146731	P40227
HGNC:1621	CCT6B	chaperonin containing TCP1 subunit 6B	ENSG00000132141	Q92526
HGNC:1622	CCT7	chaperonin containing TCP1 subunit 7	ENSG00000135624	Q99832
HGNC:1623	CCT8	chaperonin containing TCP1 subunit 8	ENSG00000156261	P50990
HGNC:21691	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	ENSG00000122674	P86791
HGNC:21717	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	ENSG00000146574	P86790
HGNC:1634	CD1A	CD1a molecule	ENSG00000158477	P06126
HGNC:1635	CD1B	CD1b molecule	ENSG00000158485	P29016
HGNC:1637	CD1D	CD1d molecule	ENSG00000158473	P15813
HGNC:1638	CD1E	CD1e molecule	ENSG00000158488	P15812
HGNC:1639	CD2	CD2 molecule	ENSG00000116824	P06729
HGNC:14258	CD2AP	CD2 associated protein	ENSG00000198087	Q9Y5K6
HGNC:1656	CD2BP2	CD2 cytoplasmic tail binding protein 2	ENSG00000169217	O95400
HGNC:1673	CD3D	CD3d molecule	ENSG00000167286	P04234
HGNC:1674	CD3E	CD3e molecule	ENSG00000198851	P07766
HGNC:24219	CD3EAP	CD3e molecule associated protein	ENSG00000117877	O15446
HGNC:1675	CD3G	CD3g molecule	ENSG00000160654	P09693
HGNC:1678	CD4	CD4 molecule	ENSG00000010610	P01730
HGNC:1685	CD5	CD5 molecule	ENSG00000110448	P06127
HGNC:1690	CD5L	CD5 molecule like	ENSG00000073754	O43866
HGNC:1691	CD6	CD6 molecule	ENSG00000013725	P30203
HGNC:1695	CD7	CD7 molecule	ENSG00000173762	P09564
HGNC:1706	CD8A	CD8a molecule	ENSG00000153563	P01732
HGNC:1707	CD8B	CD8b molecule	ENSG00000172116	P10966
HGNC:1709	CD9	CD9 molecule	ENSG00000010278	P21926
HGNC:1628	CD14	CD14 molecule	ENSG00000170458	P08571
HGNC:1633	CD19	CD19 molecule	ENSG00000177455	P15391
HGNC:1643	CD22	CD22 molecule	ENSG00000012124	P20273
HGNC:11922	CD27	CD27 molecule	ENSG00000139193	P26842
HGNC:1653	CD28	CD28 molecule	ENSG00000178562	P10747
HGNC:1659	CD33	CD33 molecule	ENSG00000105383	P20138
HGNC:1662	CD34	CD34 molecule	ENSG00000174059	P28906
HGNC:1663	CD36	CD36 molecule	ENSG00000135218	P16671
HGNC:1666	CD37	CD37 molecule	ENSG00000104894	P11049
HGNC:1667	CD38	CD38 molecule	ENSG00000004468	P28907
HGNC:11919	CD40	CD40 molecule	ENSG00000101017	P25942
HGNC:11935	CD40LG	CD40 ligand	ENSG00000102245	P29965
HGNC:1681	CD44	CD44 molecule (Indian blood group)	ENSG00000026508	P16070
HGNC:6953	CD46	CD46 molecule	ENSG00000117335	P15529
HGNC:1682	CD47	CD47 molecule	ENSG00000196776	Q08722
HGNC:1683	CD48	CD48 molecule	ENSG00000117091	P09326
HGNC:1686	CD53	CD53 molecule	ENSG00000143119	P19397
HGNC:2665	CD55	CD55 molecule (Cromer blood group)	ENSG00000196352	P08174
HGNC:1689	CD59	CD59 molecule (CD59 blood group)	ENSG00000085063	P13987
HGNC:1692	CD63	CD63 molecule	ENSG00000135404	P08962
HGNC:1693	CD68	CD68 molecule	ENSG00000129226	P34810
HGNC:1694	CD69	CD69 molecule	ENSG00000110848	Q07108
HGNC:1696	CD72	CD72 molecule	ENSG00000137101	P21854
HGNC:1697	CD74	CD74 molecule	ENSG00000019582	P04233
HGNC:1698	CD79A	CD79a molecule	ENSG00000105369	P11912
HGNC:1699	CD79B	CD79b molecule	ENSG00000007312	P40259
HGNC:1700	CD80	CD80 molecule	ENSG00000121594	P33681
HGNC:1701	CD81	CD81 molecule	ENSG00000110651	P60033
HGNC:6210	CD82	CD82 molecule	ENSG00000085117	P27701
HGNC:1703	CD83	CD83 molecule	ENSG00000112149	Q01151
HGNC:1704	CD84	CD84 molecule	ENSG00000066294	Q9UIB8
HGNC:1705	CD86	CD86 molecule	ENSG00000114013	P42081
HGNC:15855	CD93	CD93 molecule	ENSG00000125810	Q9NPY3
HGNC:16892	CD96	CD96 molecule	ENSG00000153283	P40200
HGNC:7082	CD99	CD99 molecule (Xg blood group)	ENSG00000002586	P14209
HGNC:18237	CD99L2	CD99 molecule like 2	ENSG00000102181	Q8TCZ2
HGNC:5949	CD101	CD101 molecule	ENSG00000134256	Q93033
HGNC:21685	CD109	CD109 molecule	ENSG00000156535	Q6YHK3
HGNC:1630	CD151	CD151 molecule (Raph blood group)	ENSG00000177697	P48509
HGNC:1631	CD163	CD163 molecule	ENSG00000177575	Q86VB7
HGNC:30375	CD163L1	CD163 molecule like 1	ENSG00000177675	Q9NR16
HGNC:1632	CD164	CD164 molecule	ENSG00000135535	Q04900
HGNC:32043	CD164L2	CD164 molecule like 2	ENSG00000174950	Q6UWJ8
HGNC:30072	CD177	CD177 molecule	ENSG00000204936	Q8N6Q3
HGNC:6726	CD180	CD180 molecule	ENSG00000134061	Q99467
HGNC:7203	CD200	CD200 molecule	ENSG00000091972	P41217
HGNC:17935	CD207	CD207 molecule	ENSG00000116031	Q9UJ71
HGNC:1641	CD209	CD209 molecule	ENSG00000090659	Q9NNX6
HGNC:16961	CD226	CD226 molecule	ENSG00000150637	Q15762
HGNC:1677	CD247	CD247 molecule	ENSG00000198821	P20963
HGNC:18219	CD248	CD248 molecule	ENSG00000174807	Q9HCU0
HGNC:19137	CD276	CD276 molecule	ENSG00000103855	Q5ZPR3
HGNC:19319	CD300A	CD300a molecule	ENSG00000167851	Q9UGN4
HGNC:19320	CD300C	CD300c molecule	ENSG00000167850	Q08708
HGNC:28874	CD300E	CD300e molecule	ENSG00000186407	Q496F6
HGNC:16848	CD300LD	CD300 molecule like family member d	ENSG00000204345	Q6UXZ3
HGNC:29883	CD300LF	CD300 molecule like family member f	ENSG00000186074	Q8TDQ1
HGNC:16692	CD320	CD320 molecule	ENSG00000167775	Q9NPF0
HGNC:1712	CDA	cytidine deaminase	ENSG00000158825	P32320
HGNC:20299	CDADC1	cytidine and dCMP deaminase domain containing 1	ENSG00000102543	Q9BWV3
HGNC:1713	CDAN1	codanin 1	ENSG00000140326	Q8IWY9
HGNC:1743	CDC5L	cell division cycle 5 like	ENSG00000096401	Q99459
HGNC:1744	CDC6	cell division cycle 6	ENSG00000094804	Q99741
HGNC:1745	CDC7	cell division cycle 7	ENSG00000097046	O00311
HGNC:1718	CDC14A	cell division cycle 14A	ENSG00000079335	Q9UNH5
HGNC:1719	CDC14B	cell division cycle 14B	ENSG00000081377	O60729
HGNC:1720	CDC16	cell division cycle 16	ENSG00000130177	Q13042
HGNC:1723	CDC20	cell division cycle 20	ENSG00000117399	Q12834
HGNC:24222	CDC20B	cell division cycle 20B	ENSG00000164287	Q86Y33
HGNC:1724	CDC23	cell division cycle 23	ENSG00000094880	Q9UJX2
HGNC:1725	CDC25A	cell division cycle 25A	ENSG00000164045	P30304
HGNC:1726	CDC25B	cell division cycle 25B	ENSG00000101224	P30305
HGNC:1727	CDC25C	cell division cycle 25C	ENSG00000158402	P30307
HGNC:17839	CDC26	cell division cycle 26	ENSG00000176386	Q8NHZ8
HGNC:1728	CDC27	cell division cycle 27	ENSG00000004897	P30260
HGNC:1734	CDC34	cell division cycle 34	ENSG00000099804	P49427
HGNC:1735	CDC37	cell division cycle 37	ENSG00000105401	Q16543
HGNC:17179	CDC37L1	cell division cycle 37 like 1	ENSG00000106993	Q7L3B6
HGNC:1736	CDC42	cell division cycle 42	ENSG00000070831	P60953
HGNC:1738	CDC42BPB	CDC42 binding protein kinase beta	ENSG00000198752	Q9Y5S2
HGNC:29829	CDC42BPG	CDC42 binding protein kinase gamma	ENSG00000171219	Q6DT37
HGNC:17014	CDC42EP1	CDC42 effector protein 1	ENSG00000128283	Q00587
HGNC:16263	CDC42EP2	CDC42 effector protein 2	ENSG00000149798	O14613
